id,Слово,Перевод,Тип,Курс,Урок
1483,right,право,İSİMLER,B2,FILE9
1484,duty,обязанность,İSİMLER,B2,FILE9
1485,citizen,гражданин,İSİMLER,B2,FILE9
1486,government,правительство,İSİMLER,B2,FILE9
1487,election,выборы,İSİMLER,B2,FILE9
1488,vote,"голос, голосовать",İSİMLER,B2,FILE9
1489,campaign,кампания,İSİMLER,B2,FILE9
1490,policy,политика (курс),İSİMLER,B2,FILE9
1491,protest,протест,İSİMLER,B2,FILE9
1492,petition,петиция,İSİMLER,B2,FILE9
1493,freedom of speech,свобода слова,İSİMLER,B2,FILE9
1494,human rights,права человека,İSİMLER,B2,FILE9
1495,ban,запрещать,FİİLLER,B2,FILE9
1496,legalise,легализовать,FİİLLER,B2,FILE9
1497,enforce,обеспечивать соблюдение,FİİLLER,B2,FILE9
1498,abolish,"отменять, упразднять",FİİLLER,B2,FILE9
1499,elect,избирать,FİİLLER,B2,FILE9
1500,demonstrate,"демонстрировать, митинговать",FİİLLER,B2,FILE9
1501,fair,справедливый,SIFATLAR,B2,FILE9
1502,unfair,несправедливый,SIFATLAR,B2,FILE9
1503,democratic,демократический,SIFATLAR,B2,FILE9
1504,corrupt,коррумпированный,SIFATLAR,B2,FILE9
1505,civil,гражданский,SIFATLAR,B2,FILE9
1506,public opinion,общественное мнение,İSİMLER,B2,FILE9
1507,food industry,пищевая промышленность,İSİMLER,B2,FILE10
1508,supply chain,цепочка поставок,İSİMLER,B2,FILE10
1509,organic farming,органическое земледелие,İSİMLER,B2,FILE10
1510,pesticide,пестицид,İSİMLER,B2,FILE10
1511,additives,добавки,İSİMLER,B2,FILE10
1512,preservative,консервант,İSİMLER,B2,FILE10
1513,nutrition,питание,İSİMLER,B2,FILE10
1514,calorie,калория,İSİMLER,B2,FILE10
1515,protein,белок,İSİMLER,B2,FILE10
1516,carbohydrate,углевод,İSİMLER,B2,FILE10
1517,obesity,ожирение,İSİMLER,B2,FILE10
1518,malnutrition,недоедание,İSİMLER,B2,FILE10
1519,food waste,пищевые отходы,İSİMLER,B2,FILE10
1520,food miles,продовольственные мили,İSİMLER,B2,FILE10
1521,harvest,"урожай, собирать урожай",İSİMLER,B2,FILE10
1522,crop,сельхозкультура,İSİMLER,B2,FILE10
1523,livestock,скот,İSİMLER,B2,FILE10
1524,seafood,морепродукты,İSİMLER,B2,FILE10
1525,craving,тяга (к еде),İSİMLER,B2,FILE10
1526,appetite,аппетит,İSİMLER,B2,FILE10
1527,digest,переваривать,FİİLLER,B2,FILE10
1528,skip a meal,пропускать приём пищи,FİİLLER,B2,FILE10
1529,put on weight,набирать вес,FİİLLER,B2,FILE10
1530,lose weight,худеть,FİİLLER,B2,FILE10
1531,nutritious,питательный,SIFATLAR,B2,FILE10
1532,bland,пресный,SIFATLAR,B2,FILE10
1533,rich,"сытный, насыщенный",SIFATLAR,B2,FILE10
1534,raw,сырой,SIFATLAR,B2,FILE10
1535,concentration,концентрация,İSİMLER,B2,FILE11
1536,intelligence,интеллект,İSİMLER,B2,FILE11
1537,creativity,креативность,İSİMLER,B2,FILE11
1538,instinct,инстинкт,İSİMLER,B2,FILE11
1539,intuition,интуиция,İSİMLER,B2,FILE11
1540,emotion,эмоция,İSİMLER,B2,FILE11
1541,mood,настроение,İSİMLER,B2,FILE11
1542,anxiety,тревога,İSİMLER,B2,FILE11
1543,depression,депрессия,İSİMLER,B2,FILE11
1544,self-esteem,самооценка,İSİMLER,B2,FILE11
1545,motivation,мотивация,İSİMLER,B2,FILE11
1546,recall,вспоминать,FİİLLER,B2,FILE11
1547,remind,напоминать,FİİLLER,B2,FILE11
1548,distract,отвлекать,FİİLLER,B2,FILE11
1549,focus,фокусироваться,FİİLLER,B2,FILE11
1550,cope with,справляться с,FİİLLER,B2,FILE11
1551,bottle up,сдерживать (чувства),FİİLLER,B2,FILE11
1552,cheer up,подбодрить,FİİLLER,B2,FILE11
1553,calm down,успокаиваться,FİİLLER,B2,FILE11
1554,absent-minded,рассеянный,SIFATLAR,B2,FILE11
1555,sharp,острый умом,SIFATLAR,B2,FILE11
1556,gifted,одарённый,SIFATLAR,B2,FILE11
1557,overwhelmed,перегруженный,SIFATLAR,B2,FILE11
1558,mind goes blank,ум заходит за разум,KALIP İFADELER,B2,FILE11
1559,learn by heart,учить наизусть,KALIP İFADELER,B2,FILE11
1560,phrase,фраза,İSİMLER,B2,FILE12
1561,idiom,идиома,İSİMLER,B2,FILE12
1562,collocation,коллокация,İSİMLER,B2,FILE12
1563,phrasal verb,фразовый глагол,İSİMLER,B2,FILE12
1564,register,регистр речи,İSİMLER,B2,FILE12
1565,slang,сленг,İSİMLER,B2,FILE12
1566,formal,официальный,SIFATLAR,B2,FILE12
1567,informal,неформальный,SIFATLAR,B2,FILE12
1568,literal,буквальный,SIFATLAR,B2,FILE12
1569,figurative,переносный,SIFATLAR,B2,FILE12
1570,nuance,нюанс,İSİMLER,B2,FILE12
1571,get across,донести мысль,FİİLLER,B2,FILE12
1572,sum up,подводить итог,FİİLLER,B2,FILE12
1573,point out,указывать,FİİLLER,B2,FILE12
1574,bring up,поднимать тему,FİİLLER,B2,FILE12
1575,make sense,иметь смысл,FİİLLER,B2,FILE12
1576,miss the point,не уловить суть,FİİLLER,B2,FILE12
1577,in other words,другими словами,KALIP İFADELER,B2,FILE12
1578,that is to say,то есть,KALIP İFADELER,B2,FILE12
1579,as a matter of fact,на самом деле,KALIP İFADELER,B2,FILE12
1580,by the way,кстати,KALIP İFADELER,B2,FILE12
1581,to be honest,честно говоря,KALIP İFADELER,B2,FILE12
1582,needless to say,излишне говорить,KALIP İFADELER,B2,FILE12
1583,bear in mind,иметь в виду,KALIP İFADELER,B2,FILE12
1584,take into account,принимать во внимание,KALIP İFADELER,B2,FILE12
1585,on second thoughts,по зрелом размышлении,KALIP İFADELER,B2,FILE12
1586,the bottom line,"суть, итог",İSİMLER,B2,FILE12
1587,subtlety,тонкость,İSİMLER,C1,FILE1
1588,implication,"подтекст, следствие",İSİMLER,C1,FILE1
1589,assumption,допущение,İSİMLER,C1,FILE1
1590,premise,посылка,İSİMLER,C1,FILE1
1591,fallacy,заблуждение,İSİMLER,C1,FILE1
1592,rhetoric,риторика,İSİMLER,C1,FILE1
1593,discourse,дискурс,İSİMLER,C1,FILE1
1594,narrative,нарратив,İSİMLER,C1,FILE1
1595,convey,передавать (смысл),FİİLLER,C1,FILE1
1596,imply,подразумевать,FİİLLER,C1,FILE1
1597,infer,делать вывод,FİİLLER,C1,FILE1
1598,assert,утверждать,FİİLLER,C1,FILE1
1599,concede,признавать,FİİLLER,C1,FILE1
1600,refute,опровергать,FİİLLER,C1,FILE1
1601,articulate,чётко формулировать,FİİLLER,C1,FILE1
1602,underscore,подчёркивать,FİİLLER,C1,FILE1
1603,compelling,убедительный,SIFATLAR,C1,FILE1
1604,tenuous,шаткий,SIFATLAR,C1,FILE1
1605,unequivocal,недвусмысленный,SIFATLAR,C1,FILE1
1606,ambiguous,двусмысленный,SIFATLAR,C1,FILE1
1607,on the contrary,напротив,KALIP İFADELER,C1,FILE1
1608,by the same token,по той же логике,KALIP İFADELER,C1,FILE1
1609,that said,при этом,KALIP İFADELER,C1,FILE1
1610,all things considered,учитывая всё,KALIP İFADELER,C1,FILE1
1611,urbanisation,урбанизация,İSİMLER,C1,FILE2
1612,infrastructure,инфраструктура,İSİMLER,C1,FILE2
1613,gentrification,джентрификация,İSİMLER,C1,FILE2
1614,sprawl,расползание города,İSİMLER,C1,FILE2
1615,congestion,"затор, перегрузка",İSİMLER,C1,FILE2
1616,affordable housing,доступное жильё,İSİMLER,C1,FILE2
1617,public realm,общественное пространство,İSİMLER,C1,FILE2
1618,liveable,пригодный для жизни,SIFATLAR,C1,FILE2
1619,run-down,запущенный,SIFATLAR,C1,FILE2
1620,up-and-coming,перспективный (район),SIFATLAR,C1,FILE2
1621,relocate,переезжать,FİİLLER,C1,FILE2
1622,regenerate,обновлять (район),FİİLLER,C1,FILE2
1623,pedestrianise,делать пешеходным,FİİLLER,C1,FILE2
1624,densify,уплотнять застройку,FİİLLER,C1,FILE2
1625,15-minute city,город 15 минут,İSİMLER,C1,FILE2
1626,mixed-use,смешанного назначения,SIFATLAR,C1,FILE2
1627,algorithm,алгоритм,İSİMLER,C1,FILE3
1628,data privacy,конфиденциальность данных,İSİMLER,C1,FILE3
1629,surveillance,слежка,İSİMLER,C1,FILE3
1630,misinformation,дезинформация,İSİMLER,C1,FILE3
1631,disinformation,намеренная дезинформация,İSİMLER,C1,FILE3
1632,echo chamber,эхо-камера,İSİMLER,C1,FILE3
1633,filter bubble,информационный пузырь,İSİMLER,C1,FILE3
1634,deepfake,дипфейк,İSİMLER,C1,FILE3
1635,automation,автоматизация,İSİMLER,C1,FILE3
1636,disruption,подрыв уклада,İSİMLER,C1,FILE3
1637,scalability,масштабируемость,İSİMLER,C1,FILE3
1638,interoperability,совместимость,İSİMLER,C1,FILE3
1639,monetise,монетизировать,FİİLLER,C1,FILE3
1640,harvest data,собирать данные,FİİLLER,C1,FILE3
1641,opt out,отказаться,FİİLLER,C1,FILE3
1642,encrypt,шифровать,FİİLLER,C1,FILE3
1643,pervasive,всепроникающий,SIFATLAR,C1,FILE3
1644,intrusive,навязчивый,SIFATLAR,C1,FILE3
1645,obsolete,устаревший,SIFATLAR,C1,FILE3
1646,cutting-edge,передовой,SIFATLAR,C1,FILE3
1647,inequality,неравенство,İSİMLER,C1,FILE4
1648,social mobility,социальная мобильность,İSİMLER,C1,FILE4
1649,welfare,соцобеспечение,İSİMLER,C1,FILE4
1650,austerity,режим экономии,İSİMLER,C1,FILE4
1651,subsidy,субсидия,İSİMLER,C1,FILE4
1652,living wage,прожиточный минимум (достойный),İSİMLER,C1,FILE4
1653,poverty line,черта бедности,İSİMLER,C1,FILE4
1654,meritocracy,меритократия,İSİMLER,C1,FILE4
1655,nepotism,непотизм,İSİMLER,C1,FILE4
1656,glass ceiling,стеклянный потолок,İSİMLER,C1,FILE4
1657,privilege,привилегия,İSİMLER,C1,FILE4
1658,redistribute,перераспределять,FİİLLER,C1,FILE4
1659,empower,наделять возможностями,FİİLLER,C1,FILE4
1660,marginalise,маргинализировать,FİİLLER,C1,FILE4
1661,stigmatise,стигматизировать,FİİLLER,C1,FILE4
1662,entrenched,укоренившийся,SIFATLAR,C1,FILE4
1663,systemic,системный,SIFATLAR,C1,FILE4
1664,equitable,"справедливый, равный",SIFATLAR,C1,FILE4
1665,precarious,нестабильный,SIFATLAR,C1,FILE4
1666,climate crisis,климатический кризис,İSİMLER,C1,FILE5
1667,tipping point,переломный момент,İSİMLER,C1,FILE5
1668,net zero,нулевые выбросы,İSİMLER,C1,FILE5
1669,carbon offset,углеродный офсет,İSİMLER,C1,FILE5
1670,biodiversity,биоразнообразие,İSİMLER,C1,FILE5
1671,ecosystem,экосистема,İSİMLER,C1,FILE5
1672,circular economy,циркулярная экономика,İSİMLER,C1,FILE5
1673,greenwashing,гринвошинг,İSİMLER,C1,FILE5
1674,mitigate,смягчать,FİİLLER,C1,FILE5
1675,adapt,адаптироваться,FİİLLER,C1,FILE5
1676,phase out,постепенно отказываться,FİİLLER,C1,FILE5
1677,offset,компенсировать,FİİLLER,C1,FILE5
1678,irreversible,необратимый,SIFATLAR,C1,FILE5
1679,anthropogenic,антропогенный,SIFATLAR,C1,FILE5
1680,resilient,устойчивый,SIFATLAR,C1,FILE5
1681,finite,конечный,SIFATLAR,C1,FILE5
1682,the precautionary principle,принцип предосторожности,İSİMLER,C1,FILE5
1683,journalism,журналистика,İSİMLER,C1,FILE6
1684,editorial,"передовица, редакционная",İSİMLER,C1,FILE6
1685,op-ed,авторская колонка,İSİMLER,C1,FILE6
1686,whistleblower,разоблачитель,İSİMLER,C1,FILE6
1687,leak,утечка,İSİMLER,C1,FILE6
1688,scoop,"сенсация, эксклюзив",İSİMLER,C1,FILE6
1689,paywall,платный доступ,İSİMLER,C1,FILE6
1690,clickbait,кликбейт,İSİMLER,C1,FILE6
1691,corroborate,подтверждать,FİİLLER,C1,FILE6
1692,retract,отзывать (материал),FİİLLER,C1,FILE6
1693,sensationalise,сенсационализировать,FİİLLER,C1,FILE6
1694,fact-check,проверять факты,FİİLLER,C1,FILE6
1695,investigative,расследовательский,SIFATLAR,C1,FILE6
1696,libelous,клеветнический,SIFATLAR,C1,FILE6
1697,off the record,не для печати,KALIP İFADELER,C1,FILE6
1698,on the record,официально,KALIP İFADELER,C1,FILE6
1699,cognition,познание,İSİMLER,C1,FILE7
1700,confirmation bias,склонность подтверждать своё,İSİMLER,C1,FILE7
1701,cognitive dissonance,когнитивный диссонанс,İSİMLER,C1,FILE7
1702,placebo,плацебо,İSİMLER,C1,FILE7
1703,mindset,установка,İSİMLER,C1,FILE7
1704,resilience,устойчивость психики,İSİMLER,C1,FILE7
1705,agency,субъектность,İSİMLER,C1,FILE7
1706,internalise,интернализировать,FİİLLER,C1,FILE7
1707,rationalise,рационализировать,FİİLLER,C1,FILE7
1708,procrastinate,откладывать,FİİLLER,C1,FILE7
1709,catastrophise,катастрофизировать,FİİLLER,C1,FILE7
1710,empathetic,эмпатичный,SIFATLAR,C1,FILE7
1711,impulsive,импульсивный,SIFATLAR,C1,FILE7
1712,introspective,склонный к самоанализу,SIFATLAR,C1,FILE7
1713,neurodivergent,нейроотличный,SIFATLAR,C1,FILE7
1714,geopolitics,геополитика,İSİMLER,C1,FILE8
1715,diplomacy,дипломатия,İSİMLER,C1,FILE8
1716,sovereignty,суверенитет,İSİMLER,C1,FILE8
1717,sanction,санкция,İSİMLER,C1,FILE8
1718,treaty,договор,İSİMLER,C1,FILE8
1719,alliance,альянс,İSİMLER,C1,FILE8
1720,soft power,мягкая сила,İSİMLER,C1,FILE8
1721,proxy war,прокси-война,İSİMLER,C1,FILE8
1722,escalate,эскалировать,FİİLLER,C1,FILE8
1723,de-escalate,снижать напряжённость,FİİLLER,C1,FILE8
1724,broker,посредничать,FİİLLER,C1,FILE8
1725,annex,аннексировать,FİİLLER,C1,FILE8
1726,volatile,нестабильный,SIFATLAR,C1,FILE8
1727,multilateral,многосторонний,SIFATLAR,C1,FILE8
1728,unilateral,односторонний,SIFATLAR,C1,FILE8
1729,humanitarian,гуманитарный,SIFATLAR,C1,FILE8
1730,aesthetics,эстетика,İSİMLER,C1,FILE9
1731,canon,канон,İSİMLER,C1,FILE9
1732,trope,"троп, штамп",İSİMLER,C1,FILE9
1733,subtext,подтекст,İSİMLER,C1,FILE9
1734,pacing,темп повествования,İSİMLER,C1,FILE9
1735,voice,голос (автора),İSİMLER,C1,FILE9
1736,intertextuality,интертекстуальность,İSİMLER,C1,FILE9
1737,critique,критический разбор,İSİMLER,C1,FILE9
1738,curate,кураторствовать,FİİLLER,C1,FILE9
1739,subvert,подрывать ожидания,FİİLLER,C1,FILE9
1740,evoke,вызывать (чувство),FİİLLER,C1,FILE9
1741,resonate,находить отклик,FİİLLER,C1,FILE9
1742,derivative,вторичный,SIFATLAR,C1,FILE9
1743,seminal,основополагающий,SIFATLAR,C1,FILE9
1744,iconic,знаковый,SIFATLAR,C1,FILE9
1745,kitsch,китч,İSİMLER,C1,FILE9
1746,hedging,смягчение формулировок,İSİMLER,C1,FILE10
1747,understatement,преуменьшение,İSİMLER,C1,FILE10
1748,irony,ирония,İSİMLER,C1,FILE10
1749,sarcasm,сарказм,İSİMLER,C1,FILE10
1750,euphemism,эвфемизм,İSİMLER,C1,FILE10
1751,dysphemism,дисфемизм,İSİMLER,C1,FILE10
1752,connotation,коннотация,İSİMLER,C1,FILE10
1753,denotation,прямое значение,İSİMLER,C1,FILE10
1754,hedge,смягчать высказывание,FİİLLER,C1,FILE10
1755,it would appear,"похоже, что",KALIP İFADELER,C1,FILE10
